id,name,year,avg_rating,num_votes,url
1753383,A Dog's Purpose,2017,6.9,42368,http://www.imdb.com/title/tt1753383/?ref_=adv_li_tt
5776858,Phantom Thread,2017,7.8,41877,http://www.imdb.com/title/tt5776858/?ref_=adv_li_tt
3606752,Cars 3,2017,6.8,41708,http://www.imdb.com/title/tt3606752/?ref_=adv_li_tt
1961175,American Assassin,2017,6.2,41379,http://www.imdb.com/title/tt1961175/?ref_=adv_li_tt
3748172,Gerald's Game,2017,6.7,41064,http://www.imdb.com/title/tt3748172/?ref_=adv_li_tt
3348730,Jigsaw,2017,5.9,39086,http://www.imdb.com/title/tt3348730/?ref_=adv_li_tt
5649144,The Florida Project,2017,7.7,37223,http://www.imdb.com/title/tt5649144/?ref_=adv_li_tt
2226597,The Mountain Between Us,2017,6.4,37084,http://www.imdb.com/title/tt2226597/?ref_=adv_li_tt
4209788,Molly's Game,2017,7.5,36874,http://www.imdb.com/title/tt4209788/?ref_=adv_li_tt
4877122,The Emoji Movie,2017,3.1,36706,http://www.imdb.com/title/tt4877122/?ref_=adv_li_tt
4846232,Good Time,2017,7.3,33712,http://www.imdb.com/title/tt4846232/?ref_=adv_li_tt
3922818,The Space Between Us,2017,6.4,32754,http://www.imdb.com/title/tt3922818/?ref_=adv_li_tt
1389072,Downsizing,2017,5.7,32634,http://www.imdb.com/title/tt1389072/?ref_=adv_li_tt
1758810,The Snowman,2017,5.1,32092,http://www.imdb.com/title/tt1758810/?ref_=adv_li_tt
5592248,The Beguiled,2017,6.4,31956,http://www.imdb.com/title/tt5592248/?ref_=adv_li_tt
6265828,A Ghost Story,2017,6.9,31891,http://www.imdb.com/title/tt6265828/?ref_=adv_li_tt
4225622,The Babysitter,2017,6.3,31408,http://www.imdb.com/title/tt4225622/?ref_=adv_li_tt
1691916,Before I Fall,2017,6.4,29546,http://www.imdb.com/title/tt1691916/?ref_=adv_li_tt
4799050,Rough Night,2017,5.2,29509,http://www.imdb.com/title/tt4799050/?ref_=adv_li_tt
0498381,Rings,2017,4.5,28932,http://www.imdb.com/title/tt0498381/?ref_=adv_li_tt
0493405,CHIPS,2017,6.0,28837,http://www.imdb.com/title/tt0493405/?ref_=adv_li_tt
2932536,47 Meters Down,2017,5.7,28701,http://www.imdb.com/title/tt2932536/?ref_=adv_li_tt
4758646,War Machine,2017,6.0,28444,http://www.imdb.com/title/tt4758646/?ref_=adv_li_tt
3401882,Fist Fight,2017,5.6,28177,http://www.imdb.com/title/tt3401882/?ref_=adv_li_tt
5657856,Brawl in Cell Block 99,2017,7.2,27821,http://www.imdb.com/title/tt5657856/?ref_=adv_li_tt
4622512,Battle of the Sexes,2017,6.8,27749,http://www.imdb.com/title/tt4622512/?ref_=adv_li_tt
5390504,Detroit,2017,7.4,27602,http://www.imdb.com/title/tt5390504/?ref_=adv_li_tt
5710514,I Don't Feel at Home in This World Anymore.,2017,7.0,27353,http://www.imdb.com/title/tt5710514/?ref_=adv_li_tt
5657846,Daddy's Home 2,2017,6.0,26282,http://www.imdb.com/title/tt5657846/?ref_=adv_li_tt
4995790,The Square,2017,7.4,26109,http://www.imdb.com/title/tt4995790/?ref_=adv_li_tt
5638642,The Ritual,2017,6.3,25025,http://www.imdb.com/title/tt5638642/?ref_=adv_li_tt
